Gender,Stage Name,Full Name,Date of Birth,Group,Country,Second Country,Birthplace,Other Group,Former Group,Position,SK_Province,Short,Debut,Company,Members,Orig. Memb.,Fanclub Name,Active
Female,Sihyeon,Kim Sihyeon,1999-08-05,Everglow,South Korea,,,,,,,,2019-03-18,Yuehua,6.0,6.0,,Yes
Female,Sihyeon,Kang Sihyeon,1998-07-15,ARIAZ,South Korea,,,,,,,,2019-10-23,Rising Star,6.0,6.0,,No
Female,Sihyeon,Hwang Sihyeon,2005-03-12,CSR,South Korea,,Uijeongbu,,,,Gyeonggi-do,,2022-07-27,A2Z,7.0,7.0,Maeum,Yes
Female,Sihyun,Park Sihyun,1986-11-29,SPICA,South Korea,,,SPICA-S,SPICA,,,,2012-02-07,CJ E&M,5.0,5.0,Mercury,No
Female,Sika,Ren Shika,1995-08-22,,China,,,,FANATICS,,,,2019-08-06,,,,,No
Female,Simyeong,Lee Simyeong,1999-05-27,BVNDIT,South Korea,,,,,,,,2019-04-10,MNH,5.0,5.0,,Yes
Female,SinB,Hwang Eunbi,1998-06-03,VIVIZ,South Korea,,Cheongju,,Gfriend,,Chungcheongbuk-do,,2015-01-15,Big Planet Made,3.0,3.0,,Yes
Female,Sio,Jeong Jiho,2004-10-06,FIFTY FIFTY,South Korea,,Iksan,,,,Jeollabuk-do,,2022-11-18,ATTRAKT,4.0,4.0,Hunnies,Yes
Female,Sion,Ryu Sion,2001-03-07,Geenius,South Korea,,Daegu,,,,Daegu,,2024-01-05,HOMe,5.0,5.0,,Yes
Female,Sitala,Sitala Wongkrachang,1996-04-23,,Thailand,,,,H1-KEY,,,,2022-01-05,,,,,No
Female,Siyeon,Lee Siyeon,1995-10-01,Dreamcatcher,South Korea,,Daegu,,Minx,,Daegu,,2017-01-13,Happy Face,7.0,7.0,,Yes
Female,Siyoon,Kim Siyoon,2005-02-16,Billlie,South Korea,,,,,,,,2021-11-10,MYSTIC,7.0,6.0,,Yes
Female,Soeun,Park Soeun,2002-10-26,Weeekly,South Korea,,,,,"Lead Vocal, Lead Dancer",,,2020-07-30,Play M,6.0,7.0,,Yes
Female,Soeun,Bang Soeun,2005-12-10,TRI.BE,South Korea,,,,,,,,2021-02-17,TR - Mellow,7.0,7.0,TRUE,Yes
Female,Sohee,Kim Sohee,1995-01-20,Nature,South Korea,,Busan,C.I.V.A,I.B.I,,Busan,,2016-08-18,,,,,
Female,Sohee,Kim Sohee,1999-12-31,ALICE,South Korea,,,,,,,ELRIS,2017-07-01,IOK Company,7.0,5.0,,Yes
Female,Sohee,Kim Sohee,2003-08-14,Rocket Punch,South Korea,,,,,,,,2019-08-07,Woollim,6.0,6.0,,Yes
Female,Sohee,Uhm Sohee,2004-01-01,,South Korea,,,,ICHILLIN',,,,2021-09-08,,,,,No
Female,Sohye,Kim Sohye,1999-07-19,,South Korea,,Seoul,,I.O.I,,Seoul,,2016-05-04,,,,,No
Female,Sohyun,Kwon Sohyun,1994-08-30,4Minute,South Korea,,Seoul,,,,Seoul,,2009-06-15,Cube,5.0,5.0,4nia,No
Female,Sohyun,Park Sohyun,2002-10-13,tripleS,South Korea,,Seoul,,,,Seoul,,2023-02-13,MODHAUS,20.0,24.0,,Yes
Female,Sojin,Park Sojin,1986-05-21,Girl's Day,South Korea,,Daegu,,,,Daegu,GsD,2010-07-09,DreamT,4.0,5.0,Dai5y,Hiatus
Female,Sojin,Jo Sojin,1991-10-11,9Muses,South Korea,,Gwangju,9MUSES A,,,Gwangju,Nine Muses,2010-08-12,Star Empire,4.0,9.0,MINE,No
Female,Sojin,Hong Sojin,1999-09-24,Hashtag,South Korea,,,,,,,Hashtag,2017-10-11,LUK,7.0,7.0,,Yes
Female,Sojung,Lee Sojung,1993-09-03,Ladies' Code,South Korea,,Wonju,,,,Gangwon-do,LC,2013-03-07,Polaris,3.0,5.0,Lavely,Hiatus
Female,Solar,Kim Yongsun,1991-02-21,Mamamoo,South Korea,,Seoul,,,Leader,Seoul,,2014-06-18,RBW,4.0,4.0,Moomoo,Yes
Female,Solbin,Ahn Solbin,1997-08-19,Laboum,South Korea,,Ojeonggu,,,Visual,,,2014-08-27,NH,4.0,6.0,Latte,Yes
Female,Solji,Heo Solji,1989-01-10,EXID,South Korea,,Seongnam,,,,Gyeonggi-do,,2012-02-16,Yedang,5.0,6.0,LEGO,Hiatus
Female,Somi,Jeon Somi,2001-03-09,,South Korea,Canada,Ontario,,I.O.I,,,,2016-05-04,,,,,No
Female,Somin,Jang Somin,1993-11-10,Badkiz,South Korea,,Gwangmyeon,,,,,,2014-03-24,Zoo,5.0,5.0,,No
Female,Somin,Jeon Somin,1996-08-22,KARD,South Korea,,Seoul,,April,,Seoul,,2017-07-19,,,,,
Female,Somyi,Ahn Somyi,2000-01-26,DIA,South Korea,,Changwon,L.U.B,,,Gyeongsangnam-do,,2015-07-14,MBK,6.0,7.0,AID,Yes
Female,Songhee,Yoon Songhee,1998-11-08,BVNDIT,South Korea,,,,,,,,2019-04-10,MNH,5.0,5.0,,Yes
Female,SongSun,Kim Songsun,1997-03-22,TRI.BE,South Korea,,,,,,,,2021-02-17,TR - Mellow,7.0,7.0,TRUE,Yes
Female,Songyee,Park Songyee,2004-09-25,,South Korea,,,,woo!ah!,Main Rapper,,,2020-05-15,,,,,No
Female,Soobin,Park Soobin,1996-09-14,WJSN,South Korea,,Seoul,WJSN Chocome,,,Seoul,Cosmic Girls,2016-02-25,Starship,10.0,12.0,Ujung,Yes
Female,Soodam,Lee Soodam,1999-11-09,SECRET NUMBER,South Korea,,,,,,,,2020-05-19,Vine,5.0,5.0,,Yes
Female,Soojin,Seo Soojin,1998-03-09,,South Korea,,,,(G)I-DLE,,,,2018-05-02,,,,,No
Female,Soojin,Lee Soojin,2001-12-12,Weeekly,South Korea,,,,,"Leader, Main Dancer, Sub Vocal",,,2020-07-30,Play M,6.0,7.0,,Yes
Female,Soojung,Hwang Soojung,2001-05-10,Hi-L,South Korea,,Yongin,,,,Gyeonggi-do,,2021-08-11,Kpop Live,6.0,6.0,,Yes
Female,Soomin,Kim Soomin,2007-10-03,tripleS,South Korea,,Daegu,,,,Daegu,,2023-02-13,MODHAUS,20.0,24.0,,Yes
Female,Sooyoung,Choi Sooyoung,1990-02-10,Girls' Generation,South Korea,,Gwangju,,,,Gwangju,SNSD,2007-08-05,SM,5.0,9.0,SONE,Yes
Female,Sora,Sakata Sora,2003-08-30,woo!ah!,Japan,,,,,Vocalist,,,2020-05-15,NV,5.0,6.0,,Yes
Female,Soram,Jung Soram,2005-09-24,Candy Shop,South Korea,,Namyangju,,,,Gyeonggi-do,,2024-03-27,,,,,
Female,Sorn,Chonnasorn Sajakul,1996-11-18,CLC,Thailand,,Bangkok,,,,,,2015-03-19,Cube,5.0,5.0,Chesire,Hiatus
Female,Soso,Wang Chingyi,2001-03-14,GWSN,Taiwan,,,,,,,,2018-09-05,Kiwi Pop,7.0,7.0,Groo,Yes
Female,Sowon,Kim Sojung,1995-12-07,Gfriend,South Korea,,Seoul,,,,Seoul,,2015-01-15,Source,6.0,6.0,Buddy,No
Female,Sowon,Nam Soeun,2004-12-13,TRACER,South Korea,,,,,,,,2022-04-03,Gleamedia,4.0,4.0,,Yes
Female,Soyee,Jang Sojin,1996-11-21,Gugudan,South Korea,,,,,,,,2016-06-28,Jellyfish,8.0,9.0,,No
Female,Soyeon,Jung Soyeon,1994-05-04,Laboum,South Korea,,Gwangju,,,Main Vocalist,Gwangju,,2014-08-27,NH,4.0,6.0,Latte,Yes
Female,Soyeon,Park Soyeon,1987-10-05,,South Korea,,Andong,,T-ara,,Gyeongsangbuk-do,,2009-07-29,,,,,No
Female,Soyeon,Jeon Soyeon,1998-08-26,(G)I-DLE,South Korea,,,,,,,,2018-05-02,Cube,5.0,6.0,,Yes
Female,Soyou,Kang Jihyun,1992-02-12,SISTAR,South Korea,,,,,,,,2010-03-06,Starship,4.0,4.0,STAR1,No
Female,Soyoung,Yoo Soyoung,1996-03-29,,South Korea,,Seoul,,After School,,Seoul,,2009-01-15,,,,,No
Female,Soyul,Park Hyekyeong,1991-05-15,Crayon Pop,South Korea,,Seoul,,,,Seoul,,2012-07-18,Chrome,4.0,5.0,,No
Female,Sriya,Sriya Lenka,2003-09-15,BLACKSWAN,India,,Odisha,,,,,,2020-10-16,DR,5.0,5.0,,Yes
Female,Sua,Kim Bora,1994-08-10,Dreamcatcher,South Korea,,Changwon,,Minx,,Gyeongsangnam-do,,2017-01-13,Happy Face,7.0,7.0,,Yes
Female,Sua,Yang Sua,1995-03-24,Hashtag,South Korea,,Gwangju,,,,Gwangju,Hashtag,2017-10-11,LUK,7.0,7.0,,Yes
Female,Sua,Choi Sooah,2003-02-24,Pixy,South Korea,,,,,,,,2021-02-24,ALLART,5.0,6.0,Winxy,Yes
Female,Sua,Yoo Sua,2005-07-23,CSR,South Korea,,Anyang,,,,Gyeonggi-do,,2022-07-27,A2Z,7.0,7.0,Maeum,Yes
Female,Subin,Park Subin,1994-02-12,Dal Shabet,South Korea,,Gwangju,,,,Gwangju,,2011-01-03,Happy Face,4.0,6.0,Darling,Hiatus
Female,Subin,Oh Subin,1998-09-30,Hashtag,South Korea,,,,,,,Hashtag,2017-10-11,LUK,7.0,7.0,,Yes
Female,Sugyeong,Jo Sugyeong,2000-01-12,Favorite,South Korea,,Haenam,,,,Jeollanam-do,,2017-07-05,Astory,6.0,6.0,,Yes
Female,Suhye,Kim Suhye,2004-12-13,Madein,South Korea,,Incheon,LIMELIGHT,,,Incheon,,2024-09-03,,,,,
Female,Suhyeon,Kim Seunghyun,1988-04-19,S#aFLA,South Korea,,,,1PS,,,,2018-10-18,,,,,
Female,Suhyeon,Kim Suhyun,2000-01-15,Billlie,South Korea,,Daegu,,,,Daegu,,2021-11-10,MYSTIC,7.0,6.0,,Yes
Female,Suhyun,Yoo Suhyun,2000-08-15,KELT9b,South Korea,,,,,,,,,,,,,
Female,Sui,Cho Sui,2007-08-15,Candy Shop,South Korea,,Seoul,,,,Seoul,,2024-03-27,,,,,
Female,Sujeong,Ryu Sujeong,1997-11-19,Lovelyz,South Korea,,Daejeon,,,,Daejeon,,2014-11-17,Woollim,8.0,8.0,Lovelinus,No
Female,Suji,Lee Suji,1998-03-20,UNI.T,South Korea,,Busan,,The Ark,,Busan,,2018-05-18,Unit Culture,8.0,9.0,,No
Female,Sujin,Bang Sujin,1996-06-26,Wassup,South Korea,,,,,,,,2013-08-07,Mafia,7.0,7.0,,No
Female,Sulli,Choi Jinri,1994-03-29,,South Korea,,Busan,,f(x),,Busan,,2009-09-05,,,,,No
Female,Sullyoon,Seol Yoona,2004-01-26,NMIXX,South Korea,,,,,,,,2022-02-22,JYP,6.0,7.0,NSWER,Yes
Female,Sumin,Ji Sumin,1994-03-03,Sonamoo,South Korea,,Yongin,,,Leader,Gyeonggi-do,,2014-12-29,TS,5.0,7.0,Solbangul,No
Female,Sumin,Park Sumin,2001-09-09,Dreamnote,South Korea,,,,,,,,2018-11-07,iME,6.0,8.0,,Yes
Female,Sumin,Bae Sumin,2001-03-13,STAYC,South Korea,,Pohang,,,,Gyeongsangbuk-do,,2020-11-12,Hi-Up,6.0,6.0,,Yes
Female,Sun J,Jeon Heesun,2001-02-13,Girlkind,South Korea,,,,,,,,2018-01-16,Nextlevel,5.0,5.0,,Yes
Female,Sungah,Son Sungah,1989-07-08,9Muses,South Korea,Fiji,Suma,,,,,Nine Muses,2010-08-12,Star Empire,4.0,9.0,MINE,No
Female,Sungyeon,Bae Sungyeon,1999-05-25,Pristin,USA,South Korea,California,,,,,,2017-03-21,Pledis,10.0,10.0,,No
Female,Sunhwa,Han Sunhwa,1990-10-06,,South Korea,,Busan,,SECRET,,Busan,,2009-10-13,,,,,No
Female,Sunhye,Jeong Sunhye,2004-04-12,YOUNG POSSE,South Korea,,Gyeonggi,,,,,,2023-10-18,DSP,5.0,5.0,,Yes
Female,Sunmi,Lee Sunmi,1992-05-02,Wonder Girls,South Korea,,Iksan,,,,Jeollabuk-do,WG,2007-02-13,JYP,4.0,5.0,Wonderful,No
Female,Sunn,Hwang Jiwon,2000-02-07,,South Korea,,Jincheon,,"Good Day, Cignature",,Chungcheongbuk-do,,2017-08-30,,,,,No
Female,Sunny,Lee Sunkyu,1989-05-15,Girls' Generation,South Korea,,California,,,,,SNSD,2007-08-05,SM,5.0,9.0,SONE,Yes
Female,Sunshine,Kim Minjung,2002-06-20,NATURE,South Korea,,,,,,,,2018-08-03,n.CH,9.0,9.0,,Yes
Female,Suri,Kang Suri,1994-10-11,CHECKMATE,South Korea,,,,,,,,2020-09-21,,,,,
Female,Surin,Kim Surin,1991-12-27,Two X,South Korea,,,,,,,,2012-08-20,J. Tune,4.0,5.0,,No
Female,Suyeon,Ji Suyeon,1997-04-20,Weki Meki,South Korea,,,,,,,WeMe,2017-08-08,Fantagio,8.0,8.0,,Yes
Female,Suyun,Kim Suyun,2001-03-17,Rocket Punch,South Korea,,,,,,,,2019-08-07,Woollim,6.0,6.0,,Yes
Female,Suzy,Bae Suji,1994-10-10,miss A,South Korea,,Gwangju,,,,Gwangju,,2010-07-01,JYP,3.0,4.0,Say A,No
Female,Suzy,Kim Suji,2001-06-03,MAJORS,South Korea,,,,,,,,2021-03-09,ANS,6.0,6.0,MVP,Yes
Female,Swan,Kim Suan,2000-12-28,CRAXY,South Korea,,,,,,,,2020-03-03,SAITEINMENT,5.0,5.0,,Yes
Female,Swan,Park Soojin,2003-07-11,Purple Kiss,South Korea,,,,,,,,2021-03-15,RBW,6.0,7.0,,Yes
Female,Taeha,Yoo Taeha,1995-10-05,,South Korea,,,,Berry Good,,,,2014-05-21,,,,,No
Female,Taeha,Kim Taeha,1998-06-03,,South Korea,,Jeonju,,MOMOLAND,,Jeollabuk-do,,2016-11-09,,,,,No
Female,Taera,Lee Yujin,1994-04-12,Gate9,South Korea,,Incheon,,,,Incheon,,2017-10-25,,,,,
Female,Taeryeong,Lim Jeongmin,2000-12-27,LUNARSOLAR,South Korea,,,,,,,,2020-09-02,J Planet,4.0,4.0,Haedal,No
Female,Taeyeon,Kim Taeyeon,1989-03-09,Girls' Generation,South Korea,,Jeonju,"TTS, Oh!GG",,"Leader, Main Vocalist",Jeollabuk-do,SNSD,2007-08-05,SM,5.0,9.0,SONE,Yes
Female,Terry,Han Dasom,1998-02-02,,South Korea,,,,NeonPunch,,,,2018-06-27,,,,,No
Female,Tiffany,Hwang Miyoung,1989-08-01,Girls' Generation,South Korea,USA,San Francisco,TTS,,,,SNSD,2007-08-05,SM,5.0,9.0,SONE,Yes
Female,Tina,Christine Joy Park,1994-09-01,Blady,USA,South Korea,Los Angeles,,,,,,2011-05-16,Star Planet,5.0,4.0,Hi ade,No
Female,Tsuki,Fukutomi Tsuki,2002-09-21,Billlie,Japan,,,,,,,,2021-11-10,MYSTIC,7.0,6.0,,Yes
Female,Tzuyu,Chou Tzuyu,1999-06-14,Twice,Taiwan,,Tainan,,,,,,2015-10-20,JYP,9.0,9.0,Once,Yes
Female,U-Si,Yoo Jiyeon,1997-11-13,Badkiz,South Korea,,Iksan,,,,Jeollabuk-do,,2014-03-24,Zoo,5.0,5.0,,No
Female,Uchae,Yu Hyejun,2002-05-07,NATURE,South Korea,,,,,,,,2018-08-03,n.CH,9.0,9.0,,Yes
Female,Uee,Kim Yujin,1988-04-09,,South Korea,,Daegu,,After School,,Daegu,,2009-01-15,,,,,No
Female,Uji,Jang Yuji,1991-01-02,,South Korea,,,,"EXID, BESTie",,,,2012-02-16,,,,,No
Female,Umji,Kim Yewon,1998-08-19,VIVIZ,South Korea,,Incheon,,Gfriend,,Incheon,,2015-01-15,Big Planet Made,3.0,3.0,,Yes
Female,Via,Kim Via,2000-08-17,FANATICS,South Korea,,Busan,,,,Busan,,2019-08-06,FENT,8.0,6.0,,Yes
Female,Victoria,Song Qian,1987-02-02,f(x),China,,Qingdao,,,,,,2009-09-05,SM,4.0,5.0,MeU,No
Female,Viki,Kang Eunhye,1988-03-28,,South Korea,,Seoul,,Dal Shabet,,Seoul,,2011-01-03,,,,,No
Female,Vin,Choi Seobin,2004-11-27,BADVILLAIN,South Korea,,,,,,,,2024-06-03,,,,,
Female,Vita,Kim Jimin,2000-02-03,MAJORS,South Korea,,,,,,,,2021-03-09,ANS,6.0,6.0,MVP,Yes
Female,Vivi,Wong Viian,1996-12-09,Loossemble,Hong Kong,,Hong Kong,Loona 1/3,LOONA,,,,2023-09-15,CTDENM,5.0,5.0,C.Loo,Yes
Female,Vivian,Park Sunghee,1998-12-08,Gate9,South Korea,,,,,,,,2017-10-25,,,,,
Female,Way,Heo Minsun,1990-07-12,Crayon Pop,South Korea,,Seoul,,,,Seoul,,2012-07-18,Chrome,4.0,5.0,,No
Female,Wendy,Son Seunghwan,1994-02-21,Red Velvet,South Korea,,Seoul,,,,Seoul,RV,2014-08-01,SM,5.0,4.0,,Yes
Female,Wheein,Jung Wheein,1995-04-17,Mamamoo,South Korea,,Jeonju,,,Lead Vocalist,Jeollabuk-do,,2014-06-18,RBW,4.0,4.0,Moomoo,Yes
Female,Windy,Park Jinju,2000-02-23,Girls' World,South Korea,,Daejeon,,,,Daejeon,,2022-06-20,Liz,4.0,4.0,Sweipi,Yes
Female,Winter,Kim Minjung,2001-01-01,aespa,South Korea,,Yangsan,,,,Gyeongsangnam-do,,2020-11-17,SM,4.0,4.0,My,Yes
Female,Wonchae,Hwang Chaewon,2002-12-22,Queenz Eye,South Korea,,Incheon,,,,Incheon,,2022-10-24,Big Mountain,6.0,6.0,,Yes
Female,Wonhee,Lee Wonhee,2007-06-26,ILLIT,South Korea,,Gyeonggi,,,,,,2024-03-25,,,,,
Female,Woni,Jeong Woni,2004-05-25,RESCENE,South Korea,,Geoje,,,,Gyeongsangnam-do,,2024-03-26,,,,,
Female,Wony,Ahn Seungwon,2004-10-04,We-Na,South Korea,,,,,,,,2022-09-05,Shine E&M,4.0,4.0,Mymean,Yes
Female,Wonyoung,Jang Wonyoung,2004-08-31,IVE,South Korea,,Seoul,,IZ*ONE,,Seoul,,2018-10-29,Starship,6.0,6.0,DIVE,Yes
Female,Woo-ah,Kim Chaewon,1997-06-20,CRAXY,South Korea,,,,,,,,2020-03-03,SAITEINMENT,5.0,5.0,,Yes
Female,Woohee,Bae Woohee,1991-11-21,Dal Shabet,South Korea,,Busan,UNI.T,,,Busan,,2011-01-03,Happy Face,4.0,6.0,Darling,Hiatus
Female,Woojoo,Kim Woojoo,1996-08-12,Wassup,South Korea,,,,,,,,2013-08-07,Mafia,7.0,7.0,,No
Female,Woolim,Hwang Woolim,1996-08-29,Playback,South Korea,,,,,,,,2015-06-25,Coridel,5.0,4.0,,No
Female,Woori,Go Woori,1988-02-22,Rainbow,South Korea,,Jeonju,Rainbow Blaxx,,,Jeollabuk-do,,2009-11-12,DSP,7.0,7.0,,No
Female,Wooyeon,Park Jinkyung,2003-02-11,woo!ah!,South Korea,,,,,Vocalist,,,2020-05-15,NV,5.0,6.0,,Yes
Female,Xeheun,Lee Seheun,1999-07-11,Girlkind,South Korea,,,,,,,,2018-01-16,Nextlevel,5.0,5.0,,Yes
Female,XiaoTing,Shen Xiao Ting,1999-11-12,Kep1er,China,,,,,,,,2022-09-07,WakeOne,9.0,9.0,,Yes
Female,Xinyu,Zhou Xinyu,2001-05-25,tripleS,China,,Beijing,,,,,,2023-02-13,MODHAUS,20.0,24.0,,Yes
Female,Xiyeon,Park Junghyun,2000-11-14,Pristin,South Korea,,,,,,,,2017-03-21,Pledis,10.0,10.0,,No
Female,Xuanyi,Wu Xuanyi,1995-01-26,,China,,Hainan,,WJSN,,,,2016-02-25,,,,,No
Female,Yeah,Kim Haeun,1999-10-09,,South Korea,,Gongju,,"Good Day, Cignature",,Chungcheongnam-do,,2017-08-30,,,,,No
Female,Yebin,Baek Yebin,1997-07-13,DIA,South Korea,,Chuncheon,UNI.T,,,Gangwon-do,,2015-07-14,MBK,6.0,7.0,AID,Yes
Female,Yebin,Kim Yebin,2004-11-01,HOT ISSUE,South Korea,,,,,,,,2021-04-28,,,,,
Female,Yechan,Kim Yechan,1995-11-26,Pink Fantasy,South Korea,,,,,,,,2018-10-28,My Doll,8.0,8.0,,Yes
Female,YeeEun,Jang Yeeun,1998-08-10,CLC,South Korea,,Dongducheon,,,,Gyeonggi-do,,2015-03-19,Cube,5.0,5.0,Chesire,Hiatus
Female,Yeeun,Hwang Yeeun,1997-01-12,Blady,South Korea,,Gimhae,,,,Gyeongsangnam-do,,2011-05-16,Star Planet,5.0,4.0,Hi ade,No
Female,Yeham,Gu Yeham,2005-10-07,CSR,South Korea,,Pyeongtaek,,,,Gyeonggi-do,,2022-07-27,A2Z,7.0,7.0,Maeum,Yes
Female,Yehana,Kim Yewon,1999-02-22,Pristin,South Korea,,Ilsan,,,,Gyeonggi-do,,2017-03-21,Pledis,10.0,10.0,,No
Female,Yein,Jeong Yein,1998-06-04,Lovelyz,South Korea,,Incheon,,,,Incheon,,2014-11-17,Woollim,8.0,8.0,Lovelinus,No
Female,Yein,Ahn Yein,1995-05-04,MelodyDay,South Korea,,,,,Lead Vocalist,,,2014-02-25,Cre.Ker,4.0,3.0,,No
Female,Yeji,Hwang Yeji,2000-05-26,ITZY,South Korea,,Seoul,,,,Seoul,,2019-02-12,JYP,5.0,5.0,Mitzy,Yes
Female,Yeju,Kim Yeju,2004-02-01,ICHILLIN',South Korea,,,,,,,,2021-09-08,KM,7.0,7.0,,Yes
Female,Yel,Han Shinyoung,2004-12-25,H1-KEY,South Korea,,,,,,,,2022-01-05,GLG,4.0,4.0,,Yes
Female,Yellow,Kim Eunbi,1993-05-05,Pungdeng-E,South Korea,,Seoul,,,,Seoul,,2013-12-11,DOMA,3.0,3.0,,Hiatus
Female,Yena,Yang Yena,2000-05-22,April,South Korea,,Daegu,,,,Daegu,,2015-08-24,DSP,6.0,6.0,Fineapple,No
Female,Yena,Jeong Yena,2000-04-10,G-reyish,South Korea,,,,,,,Greyish,2017-06-01,Elijah,4.0,4.0,,No
Female,Yena,Choi Yena,1999-09-29,IZ*ONE,South Korea,,Seoul,,,,Seoul,IZONE,2018-10-29,Off The Record,12.0,12.0,,No
Female,Yenny,Park Yeeun,1989-05-26,Wonder Girls,South Korea,,Goyang,,,,Gyeonggi-do,WG,2007-02-13,JYP,4.0,5.0,Wonderful,No
Female,Yeoeun,Jung Jieun,1990-01-25,MelodyDay,South Korea,,,,,Leader,,,2014-02-25,Cre.Ker,4.0,3.0,,No
Female,Yeojin,Im Yeojin,2002-11-11,Loossemble,South Korea,,Seoul,Loona 1/3,LOONA,,Seoul,,2023-09-15,CTDENM,5.0,5.0,C.Loo,Yes
Female,Yeonha,Ahn Yeonji,2000-05-19,P.O.P,South Korea,,Yeondong,,,,,,2017-07-26,DWM,6.0,6.0,,No
Female,Yeonhee,Kim Yeonhee,2000-12-06,Rocket Punch,South Korea,,,,,,,,2019-08-07,Woollim,6.0,6.0,,Yes
Female,Yeonjae,Choi Yeonjae,2000-12-06,mimiirose,South Korea,,,,,,,,2022-09-16,YES IM,5.0,5.0,bloomii,Yes
Female,Yeonje,Yang Yeonje,1999-10-15,ALICE,South Korea,,,,,,,ELRIS,2017-07-01,IOK Company,7.0,5.0,,Yes
Female,Yeonji,Kwak Yeonji,2008-01-08,tripleS,South Korea,,Gwangju,,,,Gwangju,,2023-02-13,MODHAUS,20.0,24.0,,Yes
Female,Yeonjoo,Song Yeonjoo,1997-06-26,P.O.P,South Korea,,Ansan,,,,Gyeonggi-do,,2017-07-26,DWM,6.0,6.0,,No
Female,Yeonjung,Yu Yeonjung,1999-08-03,WJSN,South Korea,,Gwangmyeong,,I.O.I,,Gyeonggi-do,Cosmic Girls,2016-02-25,Starship,10.0,12.0,Ujung,Yes
Female,Yeonjung,Wi Yeonjung,2004-09-01,YOUNG POSSE,South Korea,,Seoul,,,,Seoul,,2023-10-18,DSP,5.0,5.0,,Yes
Female,Yeonseo,Ryu Yeonseo,2004-09-26,We-Na,South Korea,,,,,,,,2022-09-05,Shine E&M,4.0,4.0,Mymean,Yes
Female,Yeonsu,Ryu Yeonsu,2003-02-19,ADYA,South Korea,,Daegu,,,,Daegu,,2023-05-09,Starting House,5.0,5.0,,Yes
Female,Yeonwoo,Lee Dabin,1996-08-01,,South Korea,,Seoul,,MOMOLAND,,Seoul,,2016-11-09,,,,,No
Female,Yeoreum,Lee Jinsook,1999-01-10,WJSN,South Korea,,Seoul,WJSN Chocome,,,Seoul,Cosmic Girls,2016-02-25,Starship,10.0,12.0,Ujung,Yes
Female,Yeoreum,Ahn Chaeyeon,1996-06-04,Hello Venus,South Korea,,,,,,,HV,2012-05-09,Fantagio,6.0,6.0,Hello Cupid,No
Female,Yeori,Kim Soyeon,1994-05-30,Gate9,South Korea,,Seoul,,,,Seoul,,2017-10-25,,,,,
Female,Yeori,Choi Yeori,1999-09-08,ARIAZ,South Korea,,,,,,,,2019-10-23,Rising Star,6.0,6.0,,No
Female,Yeowool,Ha Yeowool,1998-04-11,Purplebeck,South Korea,,,,,,,,2019-06-24,Majesty,5.0,5.0,Beckies,Yes
Female,Yeri,Kim Yerim,1999-03-05,Red Velvet,South Korea,,Seoul,,,,Seoul,RV,2014-08-01,SM,5.0,4.0,,Yes
Female,Yerim,Jeong Yerim,1997-03-10,Purplebeck,South Korea,,,,,,,,2019-06-24,Majesty,5.0,5.0,Beckies,Yes
Female,Yerin,Baek Yerin,1997-06-26,15&,South Korea,,Daejeon,,,,Daejeon,,2012-10-05,JYP,2.0,2.0,,No
Female,Yerin,Jung Yerin,1996-08-19,Gfriend,South Korea,,Incheon,,,,Incheon,,2015-01-15,Source,6.0,6.0,Buddy,No
Female,Yeryung,,2002-06-22,Lusty,South Korea,,Busan,,,Sub Vocal,Busan,,2019-06-26,babaplay,5.0,5.0,,Yes
Female,Yeseo,Kang Yeseo,2005-08-22,Madein,South Korea,,,Kep1er,Busters,,,,2017-11-27,,,,,
Female,Yeseul,Kim Yeseul,2004-03-24,Hi-L,South Korea,,,,,,,,2021-08-11,Kpop Live,6.0,6.0,,Yes
Female,Yeso,Lee Yeso,2001-11-13,G-reyish,South Korea,,,,,,,Greyish,2017-06-01,Elijah,4.0,4.0,,No
Female,Yeum,Jung Myeongwoo,2001-11-19,,South Korea,,,,PRIMROSE,,,,2023-03-13,,,,,No
Female,Yewon,Park Yewon,2004-01-11,HOT ISSUE,South Korea,,,,,,,,2021-04-28,,,,,
Female,Yewon,Han Yewon,2003-02-07,mimiirose,South Korea,,Seoul,,,,Seoul,,2022-09-16,YES IM,5.0,5.0,bloomii,Yes
Female,Yeyoung,Choi Yeyoung,2000-05-31,Geenius,South Korea,,,,,,,,2024-01-05,HOMe,5.0,5.0,,Yes
Female,Yezi,Lee Yeji,1994-08-26,Fiestar,South Korea,,Gangneung,,,,Gangwon-do,,2012-08-31,LOEN,5.0,6.0,Let's,No
Female,Yiren,Wang Yiren,2000-12-29,Everglow,China,,,,,,,,2019-03-18,Yuehua,6.0,6.0,,Yes
Female,Yiyeon,Jung Dasol,1995-05-28,BVNDIT,South Korea,,,,,,,,2019-04-10,MNH,5.0,5.0,,Yes
Female,Yooa,Yoo Siah,1995-09-17,Oh My Girl,South Korea,,Seoul,,,,Seoul,OHMG,2015-04-21,WM,6.0,8.0,Miracle,Yes
Female,Yoohyeon,Kim Yoohyeon,1997-01-07,Dreamcatcher,South Korea,,Incheon,,Minx,,Incheon,,2017-01-13,Happy Face,7.0,7.0,,Yes
Female,Yoojin,Jang Yoojin,1992-09-14,,South Korea,,,,Brave Girls,,,,2011-04-08,,,,,No
Female,Yoojin,Ahn Yoojin,2000-02-29,ARTBEAT,South Korea,,,,,,,,2022-11-16,,,,,
